page,rank,title,price,reviews_count,rating,asin,url,rank_filled,category,market_place,bought_number
1,1,no title,€12.24,32742,4.6 out of 5 stars,B01KHILJ5O,https://www.amazon.de/-/en/Philips-LEDclassic-Replaces-Kelvin-Reflector/dp/B01KHILJ5O/ref=zg_bs_g_lighting_d_sccl_1/259-2365615-5605102?psc=1,1,lighting,de,4K+
1,2,no title,€10.44,12268,4.7 out of 5 stars,B0BBKYBN1B,https://www.amazon.de/-/en/86lux-Rechargeable-Ultralight-Continuous-Children/dp/B0BBKYBN1B/ref=zg_bs_g_lighting_d_sccl_2/259-2365615-5605102?psc=1,2,lighting,de,2K+
1,3,Gritin Cabinet Lighting Under-Unit Light Kitchen LED Motion Sensor 84 LEDs Super Bright Kitchen Light Rechargeable 3 Colours & 5 Brightness 4 Modes 1800 mAh Battery Easy to Install Strong Magnetic,€18.99,14519,4.7 out of 5 stars,B0F1C56SR1,https://www.amazon.de/-/en/Gritin-Lighting-Under-Unit-Rechargeable-Brightness/dp/B0F1C56SR1/ref=zg_bs_g_lighting_d_sccl_3/259-2365615-5605102?psc=1,3,lighting,de,5K+
1,4,no title,€8.94,1159,4.7 out of 5 stars,B0DJVZG3B1,https://www.amazon.de/-/en/Osram-Efficiency-Energy-Replaces-Conventional/dp/B0DJVZG3B1/ref=zg_bs_g_lighting_d_sccl_4/259-2365615-5605102?psc=1,4,lighting,de,200+
1,5,"Gritin Reading Lamp Book Clamp, USB Rechargeable Book Lamp with 19 LEDs, 3 Colour Temperature Modes, Long Running Time, Continuous Brightness Clamping Lamp, 360° Flexible Clamp Light for Night Reading",€16.99,34432,4.8 out of 5 stars,B0C3BC4QG2,https://www.amazon.de/-/en/Gritin-Rechargeable-Temperature-Continuous-Brightness/dp/B0C3BC4QG2/ref=zg_bs_g_lighting_d_sccl_5/259-2365615-5605102?psc=1,5,lighting,de,4K+
1,6,no title,€18.99,3886,4.1 out of 5 stars,B0C23L9KD5,https://www.amazon.de/-/en/VKH-Bluetooth-Self-Adhesive-Control-Lighting/dp/B0C23L9KD5/ref=zg_bs_g_lighting_d_sccl_6/259-2365615-5605102?psc=1,6,lighting,de,2K+
1,7,"AUVON Night Light Socket with Motion Sensor and Twilight Sensor, Pack of 2 Warm White LED Backlit Night Light with 1-50 lm, Brightness Adjustable for Hallway, Stairs, Bedroom",€14.50,3400,4.7 out of 5 stars,B0C3M5MS3N,https://www.amazon.de/AUVON-Twilight-Backlit-Brightness-Adjustable/dp/B0C3M5MS3N/ref=zg_bs_g_lighting_d_sccl_7/259-2365615-5605102?psc=1,7,lighting,de,4K+
1,8,no title,€7.39,5932,4.5 out of 5 stars,B0CR5DFYQS,https://www.amazon.de/-/en/LQWELL%C2%AE-Ceiling-Waterproof-Bathroom-Bedroom/dp/B0CR5DFYQS/ref=zg_bs_g_lighting_d_sccl_8/259-2365615-5605102?psc=1,8,lighting,de,1K+
1,9,no title,€9.27,16716,4.5 out of 5 stars,B09F9DQL7X,https://www.amazon.de/-/en/LED-Filament-Replacement-Conventional-Incandescent/dp/B09F9DQL7X/ref=zg_bs_g_lighting_d_sccl_9/259-2365615-5605102?psc=1,9,lighting,de,1K+
1,10,"Gritin Clamping Book Reading Lamp, 19 LEDs, Dimmable Lamp with 3 Colour Temperature Modes & 5 Brightness Levels, USB Rechargeable Lamp, 360° Flexible Reading Light for Night Reading in Bed (Black)",€9.37,16550,4.8 out of 5 stars,B0CBPL4RKH,https://www.amazon.de/-/en/Gritin-Clamping-Temperature-Brightness-Rechargeable/dp/B0CBPL4RKH/ref=zg_bs_g_lighting_d_sccl_10/259-2365615-5605102?psc=1,10,lighting,de,3K+
1,11,no title,€6.09,17696,4.6 out of 5 stars,B073QSXYY8,https://www.amazon.de/-/en/OSRAM-4058075819412-Osram-Light-Bulb/dp/B073QSXYY8/ref=zg_bs_g_lighting_d_sccl_11/259-2365615-5605102?psc=1,11,lighting,de,900+
